/home/hd/hd_hd/hd_gy283/.conda/envs/py311/bin/python
Python 3.11.12
Mon Sep  1 11:57:00 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.65.06              Driver Version: 580.65.06      CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          On  |   00000000:07:00.0 Off |                    0 |
| N/A   36C    P0             67W /  400W |       0MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
cuda
raw_inputs shape: (150000, 8)
outputs shape: (150000,)
inputs shape: (150000, 7)
Namespace(data_dir='/gpfs/bwfor/work/ws/hd_gy283-my_data/sm_batches_1e6_mixed_eps=0.2', num_batches=150, batch_size=128, normalize=1, hd=90, num_layers=10, num_epochs=1000, lr=0.001, save_name='sm_mixed_eps=0.2')
Epoch  1/1000 Train Loss: 0.0500911893Val Loss: 0.0198278090   LR: 1.00e-03
Epoch  2/1000 Train Loss: 0.0301726219Val Loss: 0.0092876236   LR: 1.00e-03
Epoch  3/1000 Train Loss: 0.0275091879Val Loss: 0.0138263843   LR: 1.00e-03
Epoch  4/1000 Train Loss: 0.0262373209Val Loss: 0.0093935346   LR: 1.00e-03
Epoch  5/1000 Train Loss: 0.0253563798Val Loss: 0.0070543100   LR: 1.00e-03
Epoch  6/1000 Train Loss: 0.0237499370Val Loss: 0.0071309712   LR: 1.00e-03
Epoch  7/1000 Train Loss: 0.0223035134Val Loss: 0.0121108215   LR: 1.00e-03
Epoch  8/1000 Train Loss: 0.0225825852Val Loss: 0.0119043160   LR: 1.00e-03
Epoch  9/1000 Train Loss: 0.0209898133Val Loss: 0.0154973116   LR: 1.00e-03
Epoch 10/1000 Train Loss: 0.0202675445Val Loss: 0.0057477458   LR: 1.00e-03
Epoch 11/1000 Train Loss: 0.0188442624Val Loss: 0.0095980697   LR: 1.00e-03
Epoch 12/1000 Train Loss: 0.0193091120Val Loss: 0.0057410698   LR: 1.00e-03
Epoch 13/1000 Train Loss: 0.0183583709Val Loss: 0.0052469047   LR: 1.00e-03
Epoch 14/1000 Train Loss: 0.0175180199Val Loss: 0.0045059609   LR: 1.00e-03
