x0,x1,x2,x3,x4,x5,target
-1.5,0.6790146315880023,-0.4027683422767521,-0.6648877371388778,0.5505834705251005,0.699846163590309,-0.051592402160167694
-1.5,-1.273113115663051,0.7620273051732097,1.5,1.0460381982332925,1.5,-0.012326573953032494
-0.47899443263735236,-1.046630795440378,0.68208716229319,1.5,1.5,1.5,-0.015977971255779266
1.2373459161317113,-1.0662559008919688,1.5,0.11812883973525656,1.1341770424624873,1.5,-0.030794253572821617
-1.5,1.5,1.5,0.37967837008105637,1.5,1.5,-0.012146237306296825
1.5,0.580781346553754,1.5,0.5479822578993803,0.19078177165976418,1.5,-0.06767246127128601
1.5,-1.5,1.5,0.34517601057837277,1.5,-0.3429907818928356,-0.031483713537454605
-0.9382555688944003,-0.8855321164775996,1.4086329673072497,0.3034589852337816,1.2338874311306518,1.2379436112305124,-0.008097090758383274
1.0739714382492678,-0.8566098663808495,1.5,-0.043072185149990026,0.6584359865443397,1.5,-0.02754093147814274
-0.960869471417917,0.30397104833159855,0.843790220598258,0.1379579888904264,1.5,1.5,-0.009818380698561668
0.5832919007157051,-1.5,1.5,0.4022114194377987,1.5,1.5,-0.008417024277150631
-1.5,-0.46679130247221523,1.5,0.05869336503619252,0.5588088806006617,1.5,-0.0094166724011302
0.22305960196374544,0.5683315163419081,1.5,1.5,1.5,-1.5,-0.012275313958525658
-1.5,1.5,1.5,0.24148720453913225,1.230122560137011,1.5,-0.013350346125662327
-1.5,-0.44863919099938526,1.5,1.3418476841537386,0.5051019336952266,1.5,-0.011852437630295753
-0.9097472210626255,-0.18631040429369272,0.6462606394106141,0.18281771987744722,1.122655112121317,1.219655214143883,-0.010566898621618748
0.22631077549837259,-1.5,1.5,0.24226734720515553,1.5,1.5,-0.012350580655038357
1.5,1.5,1.5,0.07415661547263196,0.9642925008867981,1.5,-0.05104716122150421
-0.49802652939328623,-0.5450080342689476,0.7244155787954476,-0.03100444455492317,0.45414996850048406,1.3399515638086121,-0.003310890169814229
-1.5,0.0008978971513573588,1.5,0.10583893901317631,-1.5,1.5,-0.08255191892385483
