/home/hd/hd_hd/hd_gy283/.conda/envs/py311/bin/python
Python 3.11.12
Mon Sep  1 12:59:44 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.65.06              Driver Version: 580.65.06      CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          On  |   00000000:07:00.0 Off |                    0 |
| N/A   36C    P0             67W /  400W |       0MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
cuda
raw_inputs shape: (150000, 8)
outputs shape: (150000,)
inputs shape: (150000, 7)
Namespace(data_dir='/gpfs/bwfor/work/ws/hd_gy283-my_data/sm_batches_1e6_mixed_eps=0.8', num_batches=150, batch_size=128, normalize=1, hd=90, num_layers=10, num_epochs=1000, lr=0.001, save_name='sm_mixed_eps=0.8')
Epoch  1/1000 Train Loss: 0.0602270765Val Loss: 0.0166541572   LR: 1.00e-03
Epoch  2/1000 Train Loss: 0.0385294653Val Loss: 0.0129924486   LR: 1.00e-03
Epoch  3/1000 Train Loss: 0.0342842869Val Loss: 0.0117163723   LR: 1.00e-03
Epoch  4/1000 Train Loss: 0.0336023764Val Loss: 0.0147654272   LR: 1.00e-03
Epoch  5/1000 Train Loss: 0.0320555441Val Loss: 0.0185116359   LR: 1.00e-03
Epoch  6/1000 Train Loss: 0.0298245549Val Loss: 0.0142604356   LR: 1.00e-03
Epoch  7/1000 Train Loss: 0.0290782855Val Loss: 0.0163460488   LR: 1.00e-03
Epoch  8/1000 Train Loss: 0.0281801898Val Loss: 0.0129034507   LR: 1.00e-03
Epoch  9/1000 Train Loss: 0.0270933957Val Loss: 0.0097370873   LR: 1.00e-03
Epoch 10/1000 Train Loss: 0.0253324895Val Loss: 0.0138446484   LR: 1.00e-03
Epoch 11/1000 Train Loss: 0.0243910971Val Loss: 0.0086702885   LR: 1.00e-03
Epoch 12/1000 Train Loss: 0.0242548358Val Loss: 0.0088380376   LR: 1.00e-03
Epoch 13/1000 Train Loss: 0.0225259911Val Loss: 0.0086335452   LR: 1.00e-03
Epoch 14/1000 Train Loss: 0.0211411969Val Loss: 0.0078175618   LR: 1.00e-03
Epoch 15/1000 Train Loss: 0.0212808183Val Loss: 0.0077899559   LR: 1.00e-03
Epoch 16/1000 Train Loss: 0.0193791706Val Loss: 0.0094171184   LR: 1.00e-03
Epoch 17/1000 Train Loss: 0.0184472546Val Loss: 0.0095024881   LR: 1.00e-03
Epoch 18/1000 Train Loss: 0.0176719236Val Loss: 0.0083599523   LR: 1.00e-03
Epoch 19/1000 Train Loss: 0.0181031991Val Loss: 0.0058610198   LR: 1.00e-03
Epoch 20/1000 Train Loss: 0.0171334856Val Loss: 0.0070655492   LR: 1.00e-03
Epoch 21/1000 Train Loss: 0.0167174507Val Loss: 0.0073722354   LR: 1.00e-03
Epoch 22/1000 Train Loss: 0.0169881465Val Loss: 0.0090492890   LR: 1.00e-03
Epoch 23/1000 Train Loss: 0.0157860317Val Loss: 0.0091092709   LR: 1.00e-03
Epoch 24/1000 Train Loss: 0.0149923312Val Loss: 0.0070266245   LR: 1.00e-03
Epoch 25/1000 Train Loss: 0.0145740774Val Loss: 0.0063062866   LR: 1.00e-03
Epoch 26/1000 Train Loss: 0.0146992179Val Loss: 0.0063002596   LR: 1.00e-03
Epoch 27/1000 Train Loss: 0.0152467798Val Loss: 0.0075941300   LR: 1.00e-03
Epoch 28/1000 Train Loss: 0.0143502749Val Loss: 0.0068932409   LR: 1.00e-03
Epoch 29/1000 Train Loss: 0.0141686974Val Loss: 0.0077195965   LR: 1.00e-03
Epoch 30/1000 Train Loss: 0.0140204901Val Loss: 0.0057539816   LR: 1.00e-03
Epoch 31/1000 Train Loss: 0.0131044069Val Loss: 0.0057981516   LR: 1.00e-03
Epoch 32/1000 Train Loss: 0.0128085481Val Loss: 0.0067036659   LR: 1.00e-03
Epoch 33/1000 Train Loss: 0.0129070890Val Loss: 0.0046072574   LR: 1.00e-03
