x0,x1,x2,x3,x4,x5,target
-0.02307546247148332,-0.9256388898766199,-1.0686962075838695,-1.213001909468623,-0.510132950257851,-0.22755208509105018,-0.005719040520489216
1.2188328536411388,1.260632825151625,-0.02879344261016261,0.2868650739201189,1.4267533850378813,0.49567457855890484,-0.014199618250131607
-0.27205111664334675,-0.22929374501726468,-0.6872207984934252,-0.8053861794331247,1.0255239788655162,1.153765612763659,-0.010406906716525555
-0.022330614229214465,-0.10827022868371644,-0.5645771678895525,-1.1784612901081086,0.6485807617618019,0.791624338655814,-0.01470447052270174
1.5,1.292819579535226,-0.06563239169213851,-1.5,0.9105870675751819,-1.5,-0.03187409043312073
1.5,-0.5097510683847291,-1.1790118770230211,-0.8643649832719682,-1.0219694738004812,-0.7308214463996948,-0.0051908413879573345
-0.5645010105522965,-0.041590436879176476,-0.5615382164214,-1.5,0.34454113359614347,1.5,-0.00220476440154016
-0.3441072650177049,-0.2651546150141504,-0.7656161960383654,-1.07343940701495,0.5133330258673205,1.2588689559558357,-0.009815258905291557
-0.3033641231470736,-0.5418909186257633,-1.3508652344734975,-0.02343062572780798,-0.19961409760680127,1.3852710174003342,-0.004166049417108297
-0.5459548477909743,-0.33601240428422746,-1.1200724371121362,-0.8588420143982811,-1.0506095335130845,1.2377602138699186,-0.0023876980412751436
0.7320410866215943,-0.17492250655016967,-0.9522113243371559,0.404686859585049,-1.0514754747419561,-0.24945280526371588,-0.07715828716754913
1.395440771676131,0.2808424345094826,1.2492042715049383,-1.2961906765721878,1.2934915391936486,1.3794265344172258,-0.026842031627893448
-0.39549156807487,-0.10327843530092838,-0.5237505072940326,-1.0162460793953256,0.07946238258611973,1.09129363129759,-0.0015445813769474626
-0.09589640003418211,-0.482929684573298,-0.9437769093361028,-1.057870466553505,-0.5274729637465039,-0.37553178101870094,-0.004189450293779373
-0.17809528276815392,-0.12362510556231325,-0.4355208676335122,-1.350153223314948,0.3381893523945173,0.013020032915684444,-0.0036830015014857054
1.5,-0.2160095924664446,-0.7903361795875414,-0.36879082049361556,-1.0443334305210654,-0.616410884691639,-0.0029965031426399946
0.14647497115364896,-0.5623910069202334,-0.9640212189035106,-1.5,-0.23782243242729462,-0.4787824937661684,-0.014015177264809608
-0.059836967249872815,-0.5238965590024194,-0.4487238756876945,-1.4342136103293441,-0.22760479100777886,0.8450302851229655,-0.019077900797128677
-0.777887883728261,1.5,-0.08912998874518387,-1.5,0.22793712042563324,1.5,-0.01891864463686943
-0.14778866050152872,-0.7337324896395822,-1.1281690951315746,-1.4450845239350274,-1.4380855612970045,-0.6912495873251876,-0.010053522884845734
