x0,x1,x2,x3,x4,x5,target
0.7099683811448277,1.5,1.5,1.5,-0.3931466986178543,-0.2882642730375373,-0.025673573836684227
0.9110815233425319,0.7917568448626743,1.5,1.5,-0.03660496972418204,-1.5,-0.015196745283901691
0.8105052925122145,0.8799404573411063,1.5,1.5,0.2151451420496388,-1.5,-0.01341323833912611
0.6102167249241,0.5268942931180381,0.7357547928159416,1.5,0.9244006559734267,-1.0704306956047647,-0.006111364811658859
0.8370783911235395,0.7186561186649739,0.9816424574836878,1.5,0.6781909145968634,-1.5,-0.004666486755013466
1.3656377343950679,-1.5,1.5,1.5,1.5,1.5,-0.03084864839911461
1.0367362471350732,-0.7291103544860443,1.5,1.5,1.5,1.5,-0.03093833662569523
-0.8541097987979647,0.7877973775832834,-1.5,1.5,-1.0421150420623955,-0.31717604814748923,-0.020170312374830246
0.9520245448382421,-1.1869010995545828,1.5,1.4551519339066294,1.0716927179912894,1.5,-0.02250952459871769
0.11288997836300765,1.0029945428260663,1.5,1.5,0.08025366233429408,-0.08518232502146908,-0.033959921449422836
1.5,-0.3155061366305829,1.5,1.5,1.2375312695848635,1.5,-0.029764223843812943
0.8626720268768666,-1.0396814400571324,1.5,1.1630452312366975,1.0200956298707005,1.153176967598509,-0.01574622467160225
0.808202348022429,1.2923884617238273,0.7682659277350731,1.5,1.006694327040384,-1.5,-0.012080860324203968
0.881171754437492,1.0880606250481444,0.9004248427108188,1.5,-0.06817848080846592,-0.28652317514202397,-0.02061592973768711
0.004540451379141039,0.20845729297458054,1.5,1.5,0.7746053100491337,-0.5493913418518065,-0.012295815162360668
0.5895523987381713,1.5,1.5,1.5,0.4665765098020138,-1.5,-0.014023060910403728
1.5,0.16763626845676116,1.5,1.5,-0.006619157958580201,-0.6492801410357452,-0.019063066691160202
0.6456684831782808,0.45422632076374014,1.5,1.5,1.5,-1.5,-0.0178937129676342
0.5371360827877099,0.9376593241974205,0.9640162828385885,1.5,1.5,-1.5,-0.007441964000463486
1.5,0.9071188635790901,0.28810490525073457,1.5,0.39673692035384206,-0.8427579531885069,-0.03928575664758682
