x0,x1,x2,x3,x4,x5,target
-0.029837319540522194,-1.5,1.5,-1.0984170737727805,-1.5,-0.5343394564478957,-1.2392158508300781
1.5,1.5,0.5856499943117729,0.351960698964286,-0.29971178732601744,1.5,-1.3289848566055298
1.5,1.5,0.4726528678744153,0.16422097525622575,0.2820015902904916,1.5,-1.3195701837539673
0.7369499462660251,0.6032042323019656,0.7063510269395561,-0.06732089578629868,-0.6820408558561685,1.5,-1.3569291830062866
-0.24125901950402595,0.5917593916566009,0.5314481681621605,-1.5,-1.1897796985463485,-0.4130026641765011,-1.2416812181472778
0.49685256063486793,1.3050666689530586,0.15670929161578626,0.3135486133204814,-0.2531012493291187,1.5,-1.3087583780288696
1.5,0.7794426318443757,0.7420195445479982,0.2130880131270956,-0.03131290458903583,1.5,-1.337702751159668
-0.7853071029716314,-1.5,1.5,-1.5,-1.5,-0.5636850600248344,-1.1952004432678223
1.3402636014345721,0.8557434140911918,0.18374258717558553,0.3941756528206571,0.19809722724674586,1.5,-1.3386545181274414
-0.5291895108028544,-1.2321614832610785,0.9943197785075412,-1.1653270354192387,-1.5,-0.4742342599979561,-1.241735816001892
-0.8128710270456679,-0.9517050222898057,1.0414380767740423,-1.2386546547655457,-1.3972673499046337,-0.5127045146319454,-1.1816920042037964
-0.3637979405076852,-0.1285122119848063,-1.13590930992508,0.5549760447001172,-0.4986553796214565,-0.2830927339208999,-1.314790964126587
-0.9023509336296792,-1.1440803983952494,1.1701709582362494,-0.9804944914600402,-0.9198921313561925,-0.3717058836516367,-1.3458977937698364
0.00760548799720426,-0.08959174495173292,0.5778879954877044,-0.8352719501033031,-0.6353794335241205,-0.13992747193578153,-1.3589226007461548
1.5,1.5,0.4775640059251688,0.47644017927374627,-0.05877330854479826,1.5,-1.3309729099273682
1.0334213653983777,1.5,0.2464260540228263,0.3521391253586054,-0.07850963279550549,1.5,-1.3093191385269165
-0.5864433821139425,-1.2430331590430468,0.6319033281693884,-1.5,-1.5,-0.5623433989351724,-1.343997836112976
1.3545639660572688,1.5,1.5,-0.3240798460920816,-0.42151832774577047,1.5,-1.3746037483215332
0.666738553698554,1.5,0.5783919168343802,-0.034960556421668544,-0.0735437776053494,1.5,-1.3350894451141357
-0.5774170567495706,1.361580106314285,-0.4035918415619197,-0.7867660590767205,0.9405596725038853,-0.7848023416330202,-1.3652887344360352
