x,y,phi
0,-150,-1.5
-14.25,-149.25,-1.49747
-13.5,-149.25,-1.49509
-12.75,-149.25,-1.49292
-12,-149.25,-1.49093
-11.25,-149.25,-1.48911
-10.5,-149.25,-1.48745
-9.75,-149.25,-1.48595
-9,-149.25,-1.48458
-8.25,-149.25,-1.48335
-7.5,-149.25,-1.48225
-6.75,-149.25,-1.48126
-6,-149.25,-1.48039
-5.25,-149.25,-1.47963
-4.5,-149.25,-1.47898
-3.75,-149.25,-1.47844
-3,-149.25,-1.47799
-2.25,-149.25,-1.47765
-1.5,-149.25,-1.47741
-0.75,-149.25,-1.47726
0,-149.25,-1.47721
0.75,-149.25,-1.47726
1.5,-149.25,-1.47741
2.25,-149.25,-1.47765
3,-149.25,-1.47799
3.75,-149.25,-1.47844
4.5,-149.25,-1.47898
5.25,-149.25,-1.47963
6,-149.25,-1.48039
6.75,-149.25,-1.48126
7.5,-149.25,-1.48225
8.25,-149.25,-1.48335
9,-149.25,-1.48458
9.75,-149.25,-1.48595
10.5,-149.25,-1.48745
11.25,-149.25,-1.48911
12,-149.25,-1.49093
12.75,-149.25,-1.49292
13.5,-149.25,-1.49509
14.25,-149.25,-1.49747
-21,-148.5,-1.49898
-20.25,-148.5,-1.49451
-19.5,-148.5,-1.49049
-18.75,-148.5,-1.48685
-18,-148.5,-1.48355
-17.25,-148.5,-1.48055
-16.5,-148.5,-1.47781
-15.75,-148.5,-1.4753
-15,-148.5,-1.473
-14.25,-148.5,-1.47089
-13.5,-148.5,-1.46896
-12.75,-148.5,-1.46719
-12,-148.5,-1.46557
-11.25,-148.5,-1.46408
-10.5,-148.5,-1.46273
-9.75,-148.5,-1.4615
-9,-148.5,-1.46038
-8.25,-148.5,-1.45937
-7.5,-148.5,-1.45846
-6.75,-148.5,-1.45765
-6,-148.5,-1.45694
-5.25,-148.5,-1.45632
-4.5,-148.5,-1.45579
-3.75,-148.5,-1.45534
-3,-148.5,-1.45497
-2.25,-148.5,-1.45469
-1.5,-148.5,-1.45449
-0.75,-148.5,-1.45438
0,-148.5,-1.45434
0.75,-148.5,-1.45438
1.5,-148.5,-1.45449
2.25,-148.5,-1.45469
3,-148.5,-1.45497
3.75,-148.5,-1.45534
4.5,-148.5,-1.45579
5.25,-148.5,-1.45632
6,-148.5,-1.45694
6.75,-148.5,-1.45765
7.5,-148.5,-1.45846
8.25,-148.5,-1.45937
9,-148.5,-1.46038
9.75,-148.5,-1.4615
10.5,-148.5,-1.46273
11.25,-148.5,-1.46408
12,-148.5,-1.46557
12.75,-148.5,-1.46719
13.5,-148.5,-1.46896
14.25,-148.5,-1.47089
15,-148.5,-1.473
15.75,-148.5,-1.4753
16.5,-148.5,-1.47781
17.25,-148.5,-1.48055
18,-148.5,-1.48355
18.75,-148.5,-1.48685
19.5,-148.5,-1.49049
20.25,-148.5,-1.49451
21,-148.5,-1.49898
-25.5,-147.75,-1.49581
-24.75,-147.75,-1.48868
-24,-147.75,-1.48263
-23.25,-147.75,-1.47739
-22.5,-147.75,-1.4728
-21.75,-147.75,-1.46874
-21,-147.75,-1.4651
-20.25,-147.75,-1.46183
-19.5,-147.75,-1.45887
-18.75,-147.75,-1.45617
-18,-147.75,-1.45371
-17.25,-147.75,-1.45145
-16.5,-147.75,-1.44938
-15.75,-147.75,-1.44749
-15,-147.75,-1.44575
-14.25,-147.75,-1.44415
-13.5,-147.75,-1.44267
-12.75,-147.75,-1.44131
-12,-147.75,-1.44007
-11.25,-147.75,-1.43893
-10.5,-147.75,-1.43789
-9.75,-147.75,-1.43694
-9,-147.75,-1.43607
-8.25,-147.75,-1.43529
-7.5,-147.75,-1.43459
-6.75,-147.75,-1.43396
-6,-147.75,-1.43341
-5.25,-147.75,-1.43292
-4.5,-147.75,-1.43251
-3.75,-147.75,-1.43216
-3,-147.75,-1.43188
-2.25,-147.75,-1.43166
-1.5,-147.75,-1.4315
-0.75,-147.75,-1.43141
0,-147.75,-1.43138
0.75,-147.75,-1.43141
1.5,-147.75,-1.4315
2.25,-147.75,-1.43166
3,-147.75,-1.43188
3.75,-147.75,-1.43216
4.5,-147.75,-1.43251
5.25,-147.75,-1.43292
6,-147.75,-1.43341
6.75,-147.75,-1.43396
7.5,-147.75,-1.43459
8.25,-147.75,-1.43529
9,-147.75,-1.43607
9.75,-147.75,-1.43694
10.5,-147.75,-1.43789
11.25,-147.75,-1.43893
12,-147.75,-1.44007
12.75,-147.75,-1.44131
13.5,-147.75,-1.44267
14.25,-147.75,-1.44415
15,-147.75,-1.44575
15.75,-147.75,-1.44749
16.5,-147.75,-1.44938
17.25,-147.75,-1.45145
18,-147.75,-1.45371
18.75,-147.75,-1.45617
19.5,-147.75,-1.45887
20.25,-147.75,-1.46183
21,-147.75,-1.4651
21.75,-147.75,-1.46874
22.5,-147.75,-1.4728
23.25,-147.75,-1.47739
24,-147.75,-1.48263
24.75,-147.75,-1.48868
25.5,-147.75,-1.49581
-29.25,-147,-1.4823
-28.5,-147,-1.47054
-27.75,-147,-1.46279
-27,-147,-1.45687
-26.25,-147,-1.45211
-25.5,-147,-1.448
-24.75,-147,-1.44436
-24,-147,-1.44112
-23.25,-147,-1.43818
-22.5,-147,-1.43552
-21.75,-147,-1.4331
-21,-147,-1.43088
-20.25,-147,-1.42884
-19.5,-147,-1.42697
-18.75,-147,-1.42525
-18,-147,-1.42366
-17.25,-147,-1.42217
-16.5,-147,-1.42079
-15.75,-147,-1.41952
-15,-147,-1.41835
-14.25,-147,-1.41727
-13.5,-147,-1.41626
-12.75,-147,-1.41533
-12,-147,-1.41446
-11.25,-147,-1.41367
-10.5,-147,-1.41295
-9.75,-147,-1.41229
-9,-147,-1.41168
-8.25,-147,-1.41113
-7.5,-147,-1.41063
-6.75,-147,-1.41019
-6,-147,-1.4098
-5.25,-147,-1.40946
-4.5,-147,-1.40917
-3.75,-147,-1.40892
-3,-147,-1.40872
-2.25,-147,-1.40856
-1.5,-147,-1.40845
-0.75,-147,-1.40839
0,-147,-1.40837
0.75,-147,-1.40839
1.5,-147,-1.40845
2.25,-147,-1.40856
3,-147,-1.40872
3.75,-147,-1.40892
4.5,-147,-1.40917
5.25,-147,-1.40946
6,-147,-1.4098
6.75,-147,-1.41019
7.5,-147,-1.41063
8.25,-147,-1.41113
9,-147,-1.41168
9.75,-147,-1.41229
10.5,-147,-1.41295
11.25,-147,-1.41367
12,-147,-1.41446
12.75,-147,-1.41533
13.5,-147,-1.41626
14.25,-147,-1.41727
15,-147,-1.41835
15.75,-147,-1.41952
16.5,-147,-1.42079
17.25,-147,-1.42217
18,-147,-1.42366
18.75,-147,-1.42525
19.5,-147,-1.42697
20.25,-147,-1.42884
21,-147,-1.43088
21.75,-147,-1.4331
22.5,-147,-1.43552
23.25,-147,-1.43818
24,-147,-1.44112
24.75,-147,-1.44436
25.5,-147,-1.448
26.25,-147,-1.45211
27,-147,-1.45687
27.75,-147,-1.46279
28.5,-147,-1.47054
29.25,-147,-1.4823
-33,-146.25,-1.00585
-32.25,-146.25,-1.063
-31.5,-146.25,-1.12948
-30.75,-146.25,-1.21177
-30,-146.25,-1.31509
-29.25,-146.25,-1.37081
-28.5,-146.25,-1.38791
-27.75,-146.25,-1.39474
-27,-146.25,-1.39793
-26.25,-146.25,-1.39933
-25.5,-146.25,-1.39973
-24.75,-146.25,-1.3996
-24,-146.25,-1.39922
-23.25,-146.25,-1.39871
-22.5,-146.25,-1.39806
-21.75,-146.25,-1.39727
-21,-146.25,-1.39647
-20.25,-146.25,-1.39568
-19.5,-146.25,-1.39494
-18.75,-146.25,-1.3942
-18,-146.25,-1.39349
-17.25,-146.25,-1.39279
-16.5,-146.25,-1.39211
-15.75,-146.25,-1.39146
-15,-146.25,-1.39086
-14.25,-146.25,-1.3903
-13.5,-146.25,-1.38977
-12.75,-146.25,-1.38927
-12,-146.25,-1.3888
-11.25,-146.25,-1.38835
-10.5,-146.25,-1.38795
-9.75,-146.25,-1.38758
-9,-146.25,-1.38724
-8.25,-146.25,-1.38692
-7.5,-146.25,-1.38663
-6.75,-146.25,-1.38637
-6,-146.25,-1.38614
-5.25,-146.25,-1.38595
-4.5,-146.25,-1.38578
-3.75,-146.25,-1.38563
-3,-146.25,-1.38551
-2.25,-146.25,-1.38541
-1.5,-146.25,-1.38535
-0.75,-146.25,-1.38531
0,-146.25,-1.3853
0.75,-146.25,-1.38531
1.5,-146.25,-1.38535
2.25,-146.25,-1.38541
3,-146.25,-1.38551
3.75,-146.25,-1.38563
4.5,-146.25,-1.38578
5.25,-146.25,-1.38595
6,-146.25,-1.38614
6.75,-146.25,-1.38637
7.5,-146.25,-1.38663
8.25,-146.25,-1.38692
9,-146.25,-1.38724
9.75,-146.25,-1.38758
10.5,-146.25,-1.38795
11.25,-146.25,-1.38835
12,-146.25,-1.3888
12.75,-146.25,-1.38927
13.5,-146.25,-1.38977
14.25,-146.25,-1.3903
15,-146.25,-1.39086
15.75,-146.25,-1.39146
16.5,-146.25,-1.39211
17.25,-146.25,-1.39279
18,-146.25,-1.39349
18.75,-146.25,-1.3942
19.5,-146.25,-1.39494
20.25,-146.25,-1.39568
21,-146.25,-1.39647
21.75,-146.25,-1.39727
22.5,-146.25,-1.39806
23.25,-146.25,-1.39871
24,-146.25,-1.39922
24.75,-146.25,-1.3996
25.5,-146.25,-1.39973
26.25,-146.25,-1.39933
27,-146.25,-1.39793
27.75,-146.25,-1.39474
28.5,-146.25,-1.38791
29.25,-146.25,-1.37081
30,-146.25,-1.31509
30.75,-146.25,-1.21177
31.5,-146.25,-1.12948
32.25,-146.25,-1.063
33,-146.25,-1.00585
-36,-145.5,-0.816823
-35.25,-145.5,-0.85641
-34.5,-145.5,-0.89864
-33.75,-145.5,-0.943902
-33,-145.5,-0.992455
-32.25,-145.5,-1.0457
-31.5,-145.5,-1.10551
-30.75,-145.5,-1.17025
-30,-145.5,-1.23586
-29.25,-145.5,-1.28526
-28.5,-145.5,-1.31287
-27.75,-145.5,-1.33022
-27,-145.5,-1.34096
-26.25,-145.5,-1.34759
-25.5,-145.5,-1.35198
-24.75,-145.5,-1.35521
-24,-145.5,-1.3576
-23.25,-145.5,-1.35931
-22.5,-145.5,-1.36056
-21.75,-145.5,-1.36147
-21,-145.5,-1.3621
-20.25,-145.5,-1.36256
-19.5,-145.5,-1.36289
-18.75,-145.5,-1.36312
-18,-145.5,-1.36327
-17.25,-145.5,-1.36336
-16.5,-145.5,-1.36339
-15.75,-145.5,-1.36339
-15,-145.5,-1.36336
-14.25,-145.5,-1.36331
-13.5,-145.5,-1.36325
-12.75,-145.5,-1.36318
-12,-145.5,-1.3631
-11.25,-145.5,-1.363
-10.5,-145.5,-1.36292
-9.75,-145.5,-1.36283
-9,-145.5,-1.36276
-8.25,-145.5,-1.36268
-7.5,-145.5,-1.3626
-6.75,-145.5,-1.36253
-6,-145.5,-1.36246
-5.25,-145.5,-1.3624
-4.5,-145.5,-1.36236
-3.75,-145.5,-1.36231
-3,-145.5,-1.36227
-2.25,-145.5,-1.36224
-1.5,-145.5,-1.36222
-0.75,-145.5,-1.36222
0,-145.5,-1.36222
0.75,-145.5,-1.36222
1.5,-145.5,-1.36222
2.25,-145.5,-1.36224
3,-145.5,-1.36227
3.75,-145.5,-1.36231
4.5,-145.5,-1.36236
5.25,-145.5,-1.3624
6,-145.5,-1.36246
6.75,-145.5,-1.36253
7.5,-145.5,-1.3626
8.25,-145.5,-1.36268
9,-145.5,-1.36276
9.75,-145.5,-1.36283
10.5,-145.5,-1.36292
11.25,-145.5,-1.363
12,-145.5,-1.3631
12.75,-145.5,-1.36318
13.5,-145.5,-1.36325
14.25,-145.5,-1.36331
15,-145.5,-1.36336
15.75,-145.5,-1.36339
16.5,-145.5,-1.36339
17.25,-145.5,-1.36336
18,-145.5,-1.36327
18.75,-145.5,-1.36312
19.5,-145.5,-1.36289
20.25,-145.5,-1.36256
21,-145.5,-1.3621
21.75,-145.5,-1.36147
22.5,-145.5,-1.36056
23.25,-145.5,-1.35931
24,-145.5,-1.3576
24.75,-145.5,-1.35521
25.5,-145.5,-1.35198
26.25,-145.5,-1.34759
27,-145.5,-1.34096
27.75,-145.5,-1.33022
28.5,-145.5,-1.31287
29.25,-145.5,-1.28526
30,-145.5,-1.23586
30.75,-145.5,-1.17025
31.5,-145.5,-1.10551
32.25,-145.5,-1.0457
33,-145.5,-0.992455
33.75,-145.5,-0.943902
34.5,-145.5,-0.89864
35.25,-145.5,-0.85641
36,-145.5,-0.816823
-39,-144.75,-0.668919
-38.25,-144.75,-0.701253
-37.5,-144.75,-0.734913
-36.75,-144.75,-0.769978
-36,-144.75,-0.806665
-35.25,-144.75,-0.845313
-34.5,-144.75,-0.886184
-33.75,-144.75,-0.929135
-33,-144.75,-0.974918
-32.25,-144.75,-1.0238
-31.5,-144.75,-1.07507
-30.75,-144.75,-1.12775
-30,-144.75,-1.17843
-29.25,-144.75,-1.21987
-28.5,-144.75,-1.2504
-27.75,-144.75,-1.27181
-27,-144.75,-1.28681
-26.25,-144.75,-1.29762
-25.5,-144.75,-1.30583
-24.75,-144.75,-1.31192
-24,-144.75,-1.31662
-23.25,-144.75,-1.32034
-22.5,-144.75,-1.32334
-21.75,-144.75,-1.32587
-21,-144.75,-1.32795
-20.25,-144.75,-1.32959
-19.5,-144.75,-1.33095
-18.75,-144.75,-1.33211
-18,-144.75,-1.33311
-17.25,-144.75,-1.33398
-16.5,-144.75,-1.33473
-15.75,-144.75,-1.33534
-15,-144.75,-1.33587
-14.25,-144.75,-1.33633
-13.5,-144.75,-1.33673
-12.75,-144.75,-1.33709
-12,-144.75,-1.3374
-11.25,-144.75,-1.33766
-10.5,-144.75,-1.33789
-9.75,-144.75,-1.33809
-9,-144.75,-1.33827
-8.25,-144.75,-1.33844
-7.5,-144.75,-1.33856
-6.75,-144.75,-1.33867
-6,-144.75,-1.33877
-5.25,-144.75,-1.33886
-4.5,-144.75,-1.33893
-3.75,-144.75,-1.33899
-3,-144.75,-1.33903
-2.25,-144.75,-1.33906
-1.5,-144.75,-1.33909
-0.75,-144.75,-1.33911
0,-144.75,-1.33912
0.75,-144.75,-1.33911
1.5,-144.75,-1.33909
2.25,-144.75,-1.33906
3,-144.75,-1.33903
3.75,-144.75,-1.33899
4.5,-144.75,-1.33893
5.25,-144.75,-1.33886
6,-144.75,-1.33877
6.75,-144.75,-1.33867
7.5,-144.75,-1.33856
8.25,-144.75,-1.33844
9,-144.75,-1.33827
9.75,-144.75,-1.33809
10.5,-144.75,-1.33789
11.25,-144.75,-1.33766
12,-144.75,-1.3374
12.75,-144.75,-1.33709
13.5,-144.75,-1.33673
14.25,-144.75,-1.33633
15,-144.75,-1.33587
15.75,-144.75,-1.33534
16.5,-144.75,-1.33473
17.25,-144.75,-1.33398
18,-144.75,-1.33311
18.75,-144.75,-1.33211
19.5,-144.75,-1.33095
20.25,-144.75,-1.32959
21,-144.75,-1.32795
21.75,-144.75,-1.32587
22.5,-144.75,-1.32334
23.25,-144.75,-1.32034
24,-144.75,-1.31662
24.75,-144.75,-1.31192
25.5,-144.75,-1.30583
26.25,-144.75,-1.29762
27,-144.75,-1.28681
27.75,-144.75,-1.27181
28.5,-144.75,-1.2504
29.25,-144.75,-1.21987
30,-144.75,-1.17843
30.75,-144.75,-1.12775
31.5,-144.75,-1.07507
32.25,-144.75,-1.0238
33,-144.75,-0.974918
33.75,-144.75,-0.929135
34.5,-144.75,-0.886184
35.25,-144.75,-0.845313
36,-144.75,-0.806665
36.75,-144.75,-0.769978
37.5,-144.75,-0.734913
38.25,-144.75,-0.701253
39,-144.75,-0.668919
-42,-144,-0.541906
-41.25,-144,-0.570176
-40.5,-144,-0.599292
-39.75,-144,-0.629293
-39,-144,-0.660104
-38.25,-144,-0.692003
-37.5,-144,-0.725082
-36.75,-144,-0.759233
-36,-144,-0.794837
-35.25,-144,-0.83207
-34.5,-144,-0.870863
-33.75,-144,-0.911559
-33,-144,-0.954209
-32.25,-144,-0.998338
-31.5,-144,-1.04335
-30.75,-144,-1.08816
-30,-144,-1.13034
-29.25,-144,-1.16725
-28.5,-144,-1.19673
-27.75,-144,-1.2194
-27,-144,-1.23673
-26.25,-144,-1.25054
-25.5,-144,-1.26138
-24.75,-144,-1.26995
-24,-144,-1.27662
-23.25,-144,-1.28214
-22.5,-144,-1.28682
-21.75,-144,-1.29074
-21,-144,-1.29404
-20.25,-144,-1.29687
-19.5,-144,-1.29922
-18.75,-144,-1.30131
-18,-144,-1.30313
-17.25,-144,-1.30473
-16.5,-144,-1.30614
-15.75,-144,-1.30738
-15,-144,-1.30844
-14.25,-144,-1.3094
-13.5,-144,-1.31027
-12.75,-144,-1.31105
-12,-144,-1.31175
-11.25,-144,-1.31236
-10.5,-144,-1.31289
-9.75,-144,-1.31338
-9,-144,-1.31381
-8.25,-144,-1.3142
-7.5,-144,-1.31455
-6.75,-144,-1.31484
-6,-144,-1.31509
-5.25,-144,-1.31532
-4.5,-144,-1.31552
-3.75,-144,-1.31568
-3,-144,-1.3158
-2.25,-144,-1.3159
-1.5,-144,-1.31597
-0.75,-144,-1.31601
0,-144,-1.31604
0.75,-144,-1.31601
1.5,-144,-1.31597
2.25,-144,-1.3159
3,-144,-1.3158
3.75,-144,-1.31568
4.5,-144,-1.31552
5.25,-144,-1.31532
6,-144,-1.31509
6.75,-144,-1.31484
7.5,-144,-1.31455
8.25,-144,-1.3142
9,-144,-1.31381
9.75,-144,-1.31338
10.5,-144,-1.31289
11.25,-144,-1.31236
12,-144,-1.31175
12.75,-144,-1.31105
13.5,-144,-1.31027
14.25,-144,-1.3094
15,-144,-1.30844
15.75,-144,-1.30738
16.5,-144,-1.30614
17.25,-144,-1.30473
18,-144,-1.30313
18.75,-144,-1.30131
19.5,-144,-1.29922
20.25,-144,-1.29687
21,-144,-1.29404
21.75,-144,-1.29074
22.5,-144,-1.28682
23.25,-144,-1.28214
24,-144,-1.27662
24.75,-144,-1.26995
25.5,-144,-1.26138
26.25,-144,-1.25054
27,-144,-1.23673
27.75,-144,-1.2194
28.5,-144,-1.19673
29.25,-144,-1.16725
30,-144,-1.13034
30.75,-144,-1.08816
31.5,-144,-1.04335
32.25,-144,-0.998338
33,-144,-0.954209
33.75,-144,-0.911559
34.5,-144,-0.870863
35.25,-144,-0.83207
36,-144,-0.794837
36.75,-144,-0.759233
37.5,-144,-0.725082
38.25,-144,-0.692003
39,-144,-0.660104
39.75,-144,-0.629293
40.5,-144,-0.599292
41.25,-144,-0.570176
42,-144,-0.541906
-44.25,-143.25,-0.453362
-43.5,-143.25,-0.47956
-42.75,-143.25,-0.506358
-42,-143.25,-0.533716
-41.25,-143.25,-0.561713
-40.5,-143.25,-0.59047
-39.75,-143.25,-0.619895
-39,-143.25,-0.650229
-38.25,-143.25,-0.681576
-37.5,-143.25,-0.713774
-36.75,-143.25,-0.747072
-36,-143.25,-0.781606
-35.25,-143.25,-0.817202
-34.5,-143.25,-0.854029
-33.75,-143.25,-0.89218
-33,-143.25,-0.931555
-32.25,-143.25,-0.971596
-31.5,-143.25,-1.01182
-30.75,-143.25,-1.05106
-30,-143.25,-1.08796
-29.25,-143.25,-1.12113
-28.5,-143.25,-1.14941
-27.75,-143.25,-1.1722
-27,-143.25,-1.19112
-26.25,-143.25,-1.2065
-25.5,-143.25,-1.21899
-24.75,-143.25,-1.22925
-24,-143.25,-1.23789
-23.25,-143.25,-1.24505
-22.5,-143.25,-1.25105
-21.75,-143.25,-1.25618
-21,-143.25,-1.2606
-20.25,-143.25,-1.26448
-19.5,-143.25,-1.2679
-18.75,-143.25,-1.27081
-18,-143.25,-1.27338
-17.25,-143.25,-1.27566
-16.5,-143.25,-1.2777
-15.75,-143.25,-1.27953
-15,-143.25,-1.28117
-14.25,-143.25,-1.28261
-13.5,-143.25,-1.28391
-12.75,-143.25,-1.28509
-12,-143.25,-1.28616
-11.25,-143.25,-1.28711
-10.5,-143.25,-1.28795
-9.75,-143.25,-1.28871
-9,-143.25,-1.2894
-8.25,-143.25,-1.29002
-7.5,-143.25,-1.29057
-6.75,-143.25,-1.29104
-6,-143.25,-1.29146
-5.25,-143.25,-1.29182
-4.5,-143.25,-1.29214
-3.75,-143.25,-1.2924
-3,-143.25,-1.2926
-2.25,-143.25,-1.29276
-1.5,-143.25,-1.29287
-0.75,-143.25,-1.29295
0,-143.25,-1.29298
0.75,-143.25,-1.29295
1.5,-143.25,-1.29287
2.25,-143.25,-1.29276
3,-143.25,-1.2926
3.75,-143.25,-1.2924
4.5,-143.25,-1.29214
5.25,-143.25,-1.29182
6,-143.25,-1.29146
6.75,-143.25,-1.29104
7.5,-143.25,-1.29057
8.25,-143.25,-1.29002
9,-143.25,-1.2894
9.75,-143.25,-1.28871
10.5,-143.25,-1.28795
11.25,-143.25,-1.28711
12,-143.25,-1.28616
12.75,-143.25,-1.28509
13.5,-143.25,-1.28391
14.25,-143.25,-1.28261
15,-143.25,-1.28117
15.75,-143.25,-1.27953
16.5,-143.25,-1.2777
17.25,-143.25,-1.27566
18,-143.25,-1.27338
18.75,-143.25,-1.27081
19.5,-143.25,-1.2679
20.25,-143.25,-1.26448
21,-143.25,-1.2606
21.75,-143.25,-1.25618
22.5,-143.25,-1.25105
23.25,-143.25,-1.24505
24,-143.25,-1.23789
24.75,-143.25,-1.22925
25.5,-143.25,-1.21899
26.25,-143.25,-1.2065
27,-143.25,-1.19112
27.75,-143.25,-1.1722
28.5,-143.25,-1.14941
29.25,-143.25,-1.12113
30,-143.25,-1.08796
30.75,-143.25,-1.05106
31.5,-143.25,-1.01182
32.25,-143.25,-0.971596
33,-143.25,-0.931555
33.75,-143.25,-0.89218
34.5,-143.25,-0.854029
35.25,-143.25,-0.817202
36,-143.25,-0.781606
36.75,-143.25,-0.747072
37.5,-143.25,-0.713774
38.25,-143.25,-0.681576
39,-143.25,-0.650229
39.75,-143.25,-0.619895
40.5,-143.25,-0.59047
41.25,-143.25,-0.561713
42,-143.25,-0.533716
42.75,-143.25,-0.506358
43.5,-143.25,-0.47956
44.25,-143.25,-0.453362
-46.5,-142.5,-0.369951
-45.75,-142.5,-0.394603
-45,-142.5,-0.419707
-44.25,-142.5,-0.445193
-43.5,-142.5,-0.471222
-42.75,-142.5,-0.497784
-42,-142.5,-0.524842
-41.25,-142.5,-0.552544
-40.5,-142.5,-0.580863
-39.75,-142.5,-0.609826
-39,-142.5,-0.639583
-38.25,-142.5,-0.670068
-37.5,-142.5,-0.701367
-36.75,-142.5,-0.733713
-36,-142.5,-0.766927
-35.25,-142.5,-0.800997
-34.5,-142.5,-0.836038
-33.75,-142.5,-0.871888
-33,-142.5,-0.908183
-32.25,-142.5,-0.944803
-31.5,-142.5,-0.981227
-30.75,-142.5,-1.01645
-30,-142.5,-1.04964
-29.25,-142.5,-1.07984
-28.5,-142.5,-1.10638
-27.75,-142.5,-1.12956
-27,-142.5,-1.14903
-26.25,-142.5,-1.16521
-25.5,-142.5,-1.17881
-24.75,-142.5,-1.19049
-24,-142.5,-1.20046
-23.25,-142.5,-1.20896
-22.5,-142.5,-1.21615
-21.75,-142.5,-1.22233
-21,-142.5,-1.22782
-20.25,-142.5,-1.23264
-19.5,-142.5,-1.23689
-18.75,-142.5,-1.24064
-18,-142.5,-1.2439
-17.25,-142.5,-1.24683
-16.5,-142.5,-1.2495
-15.75,-142.5,-1.25189
-15,-142.5,-1.25405
-14.25,-142.5,-1.25596
-13.5,-142.5,-1.25768
-12.75,-142.5,-1.25924
-12,-142.5,-1.26066
-11.25,-142.5,-1.26195
-10.5,-142.5,-1.2631
-9.75,-142.5,-1.26414
-9,-142.5,-1.26507
-8.25,-142.5,-1.26591
-7.5,-142.5,-1.26666
-6.75,-142.5,-1.26731
-6,-142.5,-1.26788
-5.25,-142.5,-1.26838
-4.5,-142.5,-1.26881
-3.75,-142.5,-1.26917
-3,-142.5,-1.26945
-2.25,-142.5,-1.26967
-1.5,-142.5,-1.26982
-0.75,-142.5,-1.26992
0,-142.5,-1.26996
0.75,-142.5,-1.26992
1.5,-142.5,-1.26982
2.25,-142.5,-1.26967
3,-142.5,-1.26945
3.75,-142.5,-1.26917
4.5,-142.5,-1.26881
5.25,-142.5,-1.26838
6,-142.5,-1.26788
6.75,-142.5,-1.26731
7.5,-142.5,-1.26666
8.25,-142.5,-1.26591
9,-142.5,-1.26507
9.75,-142.5,-1.26414
10.5,-142.5,-1.2631
11.25,-142.5,-1.26195
12,-142.5,-1.26066
12.75,-142.5,-1.25924
13.5,-142.5,-1.25768
14.25,-142.5,-1.25596
15,-142.5,-1.25405
15.75,-142.5,-1.25189
16.5,-142.5,-1.2495
17.25,-142.5,-1.24683
18,-142.5,-1.2439
18.75,-142.5,-1.24064
19.5,-142.5,-1.23689
20.25,-142.5,-1.23264
21,-142.5,-1.22782
21.75,-142.5,-1.22233
22.5,-142.5,-1.21615
23.25,-142.5,-1.20896
24,-142.5,-1.20046
24.75,-142.5,-1.19049
25.5,-142.5,-1.17881
26.25,-142.5,-1.16521
27,-142.5,-1.14903
27.75,-142.5,-1.12956
28.5,-142.5,-1.10638
29.25,-142.5,-1.07984
30,-142.5,-1.04964
30.75,-142.5,-1.01645
31.5,-142.5,-0.981227
32.25,-142.5,-0.944803
33,-142.5,-0.908183
33.75,-142.5,-0.871888
34.5,-142.5,-0.836038
35.25,-142.5,-0.800997
36,-142.5,-0.766927
36.75,-142.5,-0.733713
37.5,-142.5,-0.701367
38.25,-142.5,-0.670068
39,-142.5,-0.639583
39.75,-142.5,-0.609826
40.5,-142.5,-0.580863
41.25,-142.5,-0.552544
42,-142.5,-0.524842
42.75,-142.5,-0.497784
43.5,-142.5,-0.471222
44.25,-142.5,-0.445193
45,-142.5,-0.419707
45.75,-142.5,-0.394603
46.5,-142.5,-0.369951
-48.75,-141.75,-0.290333
-48,-141.75,-0.31385
-47.25,-141.75,-0.337715
-46.5,-141.75,-0.361869
-45.75,-141.75,-0.386414
-45,-141.75,-0.411335
-44.25,-141.75,-0.436647
-43.5,-141.75,-0.462439
-42.75,-141.75,-0.488635
-42,-141.75,-0.51535
-41.25,-141.75,-0.542679
-40.5,-141.75,-0.570501
-39.75,-141.75,-0.59898
-39,-141.75,-0.628109
-38.25,-141.75,-0.657819
-37.5,-141.75,-0.688278
-36.75,-141.75,-0.719457
-36,-141.75,-0.751225
-35.25,-141.75,-0.783855
-34.5,-141.75,-0.817146
-33.75,-141.75,-0.85074
-33,-141.75,-0.884637
-32.25,-141.75,-0.918488
-31.5,-141.75,-0.951766
-30.75,-141.75,-0.983976
-30,-141.75,-1.01436
-29.25,-141.75,-1.04228
-28.5,-141.75,-1.06764
-27.75,-141.75,-1.09009
-27,-141.75,-1.10964
-26.25,-141.75,-1.12647
-25.5,-141.75,-1.14101
-24.75,-141.75,-1.15358
-24,-141.75,-1.16445
-23.25,-141.75,-1.17388
-22.5,-141.75,-1.18216
-21.75,-141.75,-1.18942
-21,-141.75,-1.19575
-20.25,-141.75,-1.20136
-19.5,-141.75,-1.20635
-18.75,-141.75,-1.2108
-18,-141.75,-1.21482
-17.25,-141.75,-1.21838
-16.5,-141.75,-1.22159
-15.75,-141.75,-1.22449
-15,-141.75,-1.22712
-14.25,-141.75,-1.2295
-13.5,-141.75,-1.23161
-12.75,-141.75,-1.23355
-12,-141.75,-1.23532
-11.25,-141.75,-1.23693
-10.5,-141.75,-1.23838
-9.75,-141.75,-1.23967
-9,-141.75,-1.24083
-8.25,-141.75,-1.24188
-7.5,-141.75,-1.24283
-6.75,-141.75,-1.24365
-6,-141.75,-1.24437
-5.25,-141.75,-1.245
-4.5,-141.75,-1.24554
-3.75,-141.75,-1.246
-3,-141.75,-1.24636
-2.25,-141.75,-1.24664
-1.5,-141.75,-1.24684
