x0,x1,x2,x3,x4,x5,target
-0.21965736499855398,-1.5,-1.5,-1.5,-0.08313155736551864,-1.5,-0.011474795639514923
-0.6343239559853117,-1.5,-1.5,-1.5,-0.09085023772680935,-1.5,-0.013440106064081192
1.5,-0.26046262825251615,-0.6822366836084994,-0.6349749838271733,1.5,1.5,-0.01041287649422884
1.5,0.7830095425974238,-0.8720230351532486,-0.8249053509828543,-0.9832308568152428,-1.5,-0.011851022019982338
-0.8129757011471254,-0.7958975212579594,-1.5,-1.5,-0.8272635078830369,-1.5,-0.01476683747023344
1.5,-0.41196488802441183,-0.6513358599832554,-1.5,0.02983402237656513,-1.5,-0.012118561193346977
-1.1425253206108825,-0.12452202468136996,-1.5,-1.5,0.6159141222768213,0.4690557555305455,-0.018108390271663666
0.41662516436943975,-1.5,-1.5,-1.5,-0.48084200879564326,-1.5,-0.009817016310989857
0.01096977337138429,-1.5,-1.5,-1.25854869219651,-0.1823300860429009,-1.5,-0.010823553428053856
1.5,-1.5,-0.4773434951477199,-1.5,1.5,-1.5,-0.011707165278494358
1.5,0.6713762094958081,-0.24178418182772568,-1.5,-1.5,-1.5,-0.00781257450580597
0.35170500518592,1.5,-1.5,-0.770777486747921,0.2522013138466049,-0.6343526029571169,-0.012442836537957191
1.5,0.6854308176051273,-0.6976928837477172,-0.2789865536163682,1.5,1.5,-0.009486551396548748
0.9053349745875434,-0.8504030587111197,-0.6435911182873147,-0.32019135759997636,-0.5592775842309015,-0.5222157488434334,-0.010863237082958221
-0.6319648158570108,-1.5,-1.5,-1.5,0.35136136667961543,-1.5,-0.01627565361559391
0.43150586205223856,-1.5,-1.5,-1.5,-0.5542898536160331,-1.5,-0.013920825906097889
-0.45300099962220425,1.3514948343727327,1.2479507053190402,1.4948322755284211,1.0497224488882837,-0.00927335965558554,-0.013328611850738525
1.5,0.6865782401632552,-1.5,-0.22025557734688847,-1.5,-1.5,-0.015052403323352337
-0.48600119893942895,-1.5,-1.5,-1.5,-0.4430479933285067,-1.5,-0.011098172515630722
-0.3329833834776653,-1.5,-1.5,-1.5,0.005088371605966336,-1.5,-0.013779271394014359
