61.810341	97.965082
-90.142382	-57.725848
-61.499632	118.077948
-53.422141	-107.788057
-38.024512	91.557615
-15.459309	-105.645374
-119.253494	13.955859
-41.963249	-110.735158
-111.010226	-0.124327
59.007243	98.802295
-11.934146	-83.846357
77.132054	41.247576
18.204992	-109.284355
-60.731358	-116.492533
69.814907	-77.981860
63.248897	-101.095134
58.776657	-109.379396
64.934586	-43.593823
135.875198	16.050295
-27.297351	-119.225719
86.372779	31.065715
-34.070947	-81.462014
-78.744983	-41.348220
31.090212	137.427155
-53.360300	-71.596494
-30.808339	-94.451092
-149.518176	-12.013112
-43.678606	92.085523
37.804268	70.904363
-127.831145	-0.954386
104.336115	-10.053607
68.031845	-13.380068
-48.403627	-80.109900
86.557542	-51.460480
20.933352	-124.399527
69.663064	-11.939159
-99.139613	-4.734133
77.965387	20.118255
-100.360758	-42.101464
-119.576282	-51.115269
-43.781138	-109.114914
74.200337	-76.059214
-143.481384	17.873825
-93.275779	-2.874501
-99.850915	-33.857509
70.480962	-23.919819
-112.684574	37.815356
-83.659220	79.846877
36.203540	116.935911
40.119038	101.832649
85.652088	85.824570
37.060160	-117.019968
78.747035	-23.985104
-52.304727	-81.761352
-58.695147	109.686536
-76.455364	-56.675727
-19.607393	-78.032854
-43.389826	84.904367
-82.690731	-70.097104
23.086820	96.560583
-121.650951	-6.075307
-78.515216	2.170206
72.017857	-86.454956
-121.203240	7.433641
-124.194947	-13.603814
1.598244	-88.956629
87.103274	-31.241000
-110.668915	43.297602
-38.368576	-92.466696
12.443917	128.686146
-46.361665	-63.182075
78.858889	71.380960
-24.335647	119.442781
-5.002857	107.457169
-109.683363	-21.956752
-73.706464	58.823814
-93.699308	-33.632113
-75.847291	-77.196641
31.107668	-113.098585
-42.274127	101.437521
-60.291303	71.485928
-112.488092	-43.310857
-53.279764	-88.970629
58.226029	89.062362
34.667634	-89.951947
105.216559	52.854929
9.917121	-113.360805
-88.262590	-72.139995
-35.577261	-56.131671
70.091743	-23.417605
9.610320	-83.940918
69.884112	-110.108036
-30.527211	-90.936114
-67.148196	-0.145282
69.794135	54.250807
-47.051242	-72.389992
-53.163629	80.930249
-52.393547	-99.178724
55.239865	-108.029485
32.654895	103.576525
-65.189693	-75.448104
-81.014898	-72.501290
9.704262	-107.389322
61.566005	-41.792258
52.096526	104.163696
-108.072852	-33.196953
97.281526	-17.562835
-117.951103	28.161813
-4.201144	-107.750424
43.887155	109.214276
-19.071169	97.035843
-99.620346	62.745172
-105.978816	39.951114
118.268075	-51.505287
-77.932326	-49.560498
-91.427424	55.829159
130.141357	-7.867335
41.156007	-94.987761
30.181916	-113.199345
107.977487	9.231330
-90.701510	46.742623
19.792107	-114.241360
-39.351943	94.015058
-90.905773	100.064799
-119.118465	-19.014810
-76.636151	-99.006343
81.820546	-56.213450
90.982681	72.918318
54.802394	35.775152
-82.479503	-116.577877
-84.391483	5.996353
-82.518606	22.509209
113.517378	-37.742255
-75.632945	-62.825506
54.326933	20.151459
-46.329658	90.669435
-101.233855	-37.060497
-108.784006	-33.300024
37.252986	-110.269134
107.797458	18.819220
-76.313305	-57.247942
-102.409826	47.499812
-69.400719	-36.069882
-49.604091	-54.721589
66.595674	-62.414013
-69.223777	-27.414526
-93.966518	-59.146342
28.050310	-97.373859
89.383206	21.301109
112.981596	-47.132130
-31.419782	109.198982
-114.476559	-10.726839
-66.796459	-62.371014
-31.242433	-85.301696
89.356151	33.726465
74.316238	87.299072
13.741449	-82.012168
-66.921070	-93.734195
60.890165	74.006413
115.506476	-3.276813
-122.054972	4.191864
29.471218	-82.343046
14.022203	-86.709298
69.887727	-104.250625
-63.693273	-85.217707
-59.599939	-101.741408
-22.189324	103.836361
-70.717579	-45.688065
81.233006	-35.787833
-112.410735	-16.615242
-60.744787	-62.919801
90.912502	-89.251144
-5.755937	-87.797959
83.009897	-107.499689
-80.000214	-26.132997
-62.399696	-17.543727
-42.606114	-84.397442
56.358836	-85.543217
99.380786	31.535975
62.452288	127.333804
32.851536	-87.214135
106.029527	-75.460054
12.187107	-67.424242
93.114241	-82.711505
-97.081030	-89.363941
-46.835190	-48.900018
-54.599212	79.385359
-85.338650	-60.978804
-118.599894	-49.777546
-122.296991	-57.586511
120.183201	21.393132
78.239182	-91.794841
-63.218918	48.470639
-11.985846	-116.297832
-87.507984	47.400867
-34.877873	108.398760
-109.207593	-38.904818
-57.373117	-106.204096
-82.052618	-9.886985
29.526732	-82.005979
