V_other_1,V_other_2,V_other_4,V_other_5,V_other_6,ndr_area_frac,min_g_norm,ndr_strength
0.5149795526764169,-0.6869043744702323,0.9857891626366495,0.8662061110136237,-1.19907699115497,0.1551,-4.4298485990231,0.1859398326407151
1.4753736073367612,-0.9232052961935315,-0.36591751641589765,-0.5937199785968235,-1.3501916424119274,0.2434,-2.347642035007558,0.148438049131881
1.31412399457807,-1.051807733808768,-0.5244994137576975,-0.31891069734132715,1.3157633074424848,0.1619,-3.8976982668083457,0.07085770505528896
-1.3255734946199658,0.06059170955307769,-1.4196855930676564,-1.1071471353891011,-0.5924448498943448,0.3409,-8.017786756651356,0.6127069355533804
-1.4790482234697355,0.40517406533602207,-0.6723801064425409,0.24056535347310737,0.18559746110180475,0.2844,-2.524467879529722,0.14569945103527712
0.7163252326191643,0.8090247197223959,0.36616170955059024,1.464385775630928,0.29078976993740024,0.2827,-2.6313468680377867,0.22580399199618095
-0.8889098384551191,0.7501200879411396,0.8946186392291584,1.190984725873502,-0.004999720042267342,0.2818,-3.6410465701170565,0.22930996717879099
0.15281510482892768,0.894872864586969,0.022523103859941385,-1.3164988049704895,0.9419344923624249,0.2392,-2.095133593914894,0.18100413630980297
0.8470653690264895,1.4764944898630228,-0.2452992384094712,0.6930160746389413,0.7306906695054116,0.264,-3.8104178959941852,0.1270279057348848
0.5817959507010393,-0.9053086119858809,-0.1259120827501059,-0.5253401849623454,0.3179481226594034,0.3171,-2.425571293303273,0.18201997462175307
-0.43682300773203764,0.1622470878532174,0.8832639123888462,-0.6886008502960053,1.332389026486089,0.0897,-3.499443307098832,0.07009018187473669
0.33782818926655667,0.8372439785815495,-1.3314243647512725,-1.0432485268893983,-0.5430556842395333,0.3109,-4.09201230489673,0.30449354914382837
0.7599455981348431,0.10604624777586391,-0.5804323448871511,0.5760075541345668,-1.3456733727886006,0.171,-3.6314583693992155,0.1630076342230536
-0.5823759104382448,0.4147824937254514,1.0575130156843509,-0.945543378061972,1.243478582358303,0.1066,-2.7262505623288544,0.06310771875781036
1.034936351527377,0.14639488559152114,0.6165377957439899,-0.9191353241878367,0.326109430660126,0.3507,-3.449503012309707,0.2317225339075321
0.4110230311174252,0.08011786919570874,-1.1180934870208379,1.373807956212866,0.4262938226819133,0.279,-2.3278312921889244,0.24660146180969833
0.6611415265920555,-0.5537087978082615,-0.2076845642470404,0.3866534444091543,-0.20007993631688015,0.4074,-3.294752325451488,0.7205729603426325
1.188798871144221,-0.2617859763620056,-1.2542495234252073,0.20726157056763306,-0.6934104720270586,0.2427,-6.590331201726749,0.19969788430615773
0.4978956125668257,0.9432057835999093,-0.40848742747800704,0.8522767566747822,-0.502598920320495,0.319,-3.9759187495700794,0.4781343896091986
1.4300854133608416,-1.0114345847694133,-0.9700426734113059,-0.545717964149915,-1.2647593641012365,0.2545,-1.54972320861493,0.11713642482990035
0.6486768664492031,-1.0809985893531655,0.7350739242547824,0.7658914242551376,0.1793395939980167,0.2984,-2.4524989764579526,0.26544383651422787
