V_other_1,V_other_2,V_other_4,V_other_5,V_other_6,ndr_area_frac,min_g_norm,ndr_strength
0.5149795526764169,-0.6869043744702323,0.9857891626366495,0.8662061110136237,-1.19907699115497,0.0933,-2.0050055361049153,0.07490751725140934
1.4753736073367612,-0.9232052961935315,-0.36591751641589765,-0.5937199785968235,-1.3501916424119274,0.131,-4.247909826493997,0.1499784936056716
1.31412399457807,-1.051807733808768,-0.5244994137576975,-0.31891069734132715,1.3157633074424848,0.1023,-7.6676075664831735,0.1678472394637678
-1.3255734946199658,0.06059170955307769,-1.4196855930676564,-1.1071471353891011,-0.5924448498943448,0.0019,-0.6550466660986604,0.0005612693810400983
-1.4790482234697355,0.40517406533602207,-0.6723801064425409,0.24056535347310737,0.18559746110180475,0.0,-0.38346075500100185,2.6267481099409677e-05
0.7163252326191643,0.8090247197223959,0.36616170955059024,1.464385775630928,0.29078976993740024,0.1385,-13.529137714306053,0.26075708817068405
-0.8889098384551191,0.7501200879411396,0.8946186392291584,1.190984725873502,-0.004999720042267342,0.1708,-10.473410114377895,0.3127122647325438
0.15281510482892768,0.894872864586969,0.022523103859941385,-1.3164988049704895,0.9419344923624249,0.0581,-1.4965942439509243,0.03022091253395775
0.8470653690264895,1.4764944898630228,-0.2452992384094712,0.6930160746389413,0.7306906695054116,0.0498,-1.842206886902085,0.022632249051828385
0.5817959507010393,-0.9053086119858809,-0.1259120827501059,-0.5253401849623454,0.3179481226594034,0.0286,-2.460891447722401,0.018220372902602106
-0.43682300773203764,0.1622470878532174,0.8832639123888462,-0.6886008502960053,1.332389026486089,0.0308,-1.2038205888110296,0.014391076006405996
0.33782818926655667,0.8372439785815495,-1.3314243647512725,-1.0432485268893983,-0.5430556842395333,0.0,-0.20299747606252036,0.0
0.7599455981348431,0.10604624777586391,-0.5804323448871511,0.5760075541345668,-1.3456733727886006,0.5397,-9.722803355359261,0.6598584400256629
-0.5823759104382448,0.4147824937254514,1.0575130156843509,-0.945543378061972,1.243478582358303,0.0302,-3.9227421904938486,0.03555506697489748
1.034936351527377,0.14639488559152114,0.6165377957439899,-0.9191353241878367,0.326109430660126,0.3033,-6.698174133675592,0.4179714954219487
0.4110230311174252,0.08011786919570874,-1.1180934870208379,1.373807956212866,0.4262938226819133,0.4018,-6.061802171494667,0.8081955904840381
0.6611415265920555,-0.5537087978082615,-0.2076845642470404,0.3866534444091543,-0.20007993631688015,0.2297,-6.273323190509503,0.317208985702095
1.188798871144221,-0.2617859763620056,-1.2542495234252073,0.20726157056763306,-0.6934104720270586,0.2379,-14.29160095560893,0.618212588463788
0.4978956125668257,0.9432057835999093,-0.40848742747800704,0.8522767566747822,-0.502598920320495,0.0797,-2.5429299394652265,0.06692077880906327
