V_other_1,V_other_2,V_other_4,V_other_5,V_other_6,ndr_area_frac,min_g_norm,ndr_strength
0.5149795526764169,-0.6869043744702323,0.9857891626366495,0.8662061110136237,-1.19907699115497,0.0,-0.17171717709865536,0.0
1.4753736073367612,-0.9232052961935315,-0.36591751641589765,-0.5937199785968235,-1.3501916424119274,0.0,-0.2268370393919271,0.0
1.31412399457807,-1.051807733808768,-0.5244994137576975,-0.31891069734132715,1.3157633074424848,0.0,-0.004460447117409885,0.0
-1.3255734946199658,0.06059170955307769,-1.4196855930676564,-1.1071471353891011,-0.5924448498943448,0.0038,-0.5224578132436499,0.001154585790850104
-1.4790482234697355,0.40517406533602207,-0.6723801064425409,0.24056535347310737,0.18559746110180475,0.0589,-0.9939791632382802,0.031075637281234657
0.7163252326191643,0.8090247197223959,0.36616170955059024,1.464385775630928,0.29078976993740024,0.0,-0.02876722485376047,0.0
-0.8889098384551191,0.7501200879411396,0.8946186392291584,1.190984725873502,-0.004999720042267342,0.0,-0.2629490852870603,2.5386973616152276e-06
0.15281510482892768,0.894872864586969,0.022523103859941385,-1.3164988049704895,0.9419344923624249,0.0,0.003315875250498767,0.0
0.8470653690264895,1.4764944898630228,-0.2452992384094712,0.6930160746389413,0.7306906695054116,0.0,-0.05742172814855778,0.0
0.5817959507010393,-0.9053086119858809,-0.1259120827501059,-0.5253401849623454,0.3179481226594034,0.0126,-0.31470787166555536,0.00036773040521533105
-0.43682300773203764,0.1622470878532174,0.8832639123888462,-0.6886008502960053,1.332389026486089,0.0,-0.02163194064586081,0.0
0.33782818926655667,0.8372439785815495,-1.3314243647512725,-1.0432485268893983,-0.5430556842395333,0.0114,-0.47711866137811465,0.0017457412735984324
0.7599455981348431,0.10604624777586391,-0.5804323448871511,0.5760075541345668,-1.3456733727886006,0.0,-0.13432865717064185,0.0
-0.5823759104382448,0.4147824937254514,1.0575130156843509,-0.945543378061972,1.243478582358303,0.0,0.0032720424327245343,0.0
1.034936351527377,0.14639488559152114,0.6165377957439899,-0.9191353241878367,0.326109430660126,0.0,-0.25963099584209937,6.6407807908053115e-06
0.4110230311174252,0.08011786919570874,-1.1180934870208379,1.373807956212866,0.4262938226819133,0.0,-0.04478004789786513,0.0
